path,spoken_language,signed_language,start,end,words,glosses,priority
ase/clock.pose,en,ase,0,0,clock,CLOCK,0
ins/calendar.pose,en,ins,0,0,calendar,CALENDAR,0
ins/pen.pose,en,ins,0,0,pen,PEN,0
ins/paper.pose,en,ins,0,0,paper,PAPER,0
ins/cup.pose,en,ins,0,0,cup,CUP,0
ins/plate.pose,en,ins,0,0,plate,PLATE,0
ins/spoon.pose,en,ins,0,0,spoon,SPOON,0
ins/knife.pose,en,ins,0,0,knife,KNIFE,0
ase/fork.pose,en,ase,0,0,fork,FORK,0
ins/glass.pose,en,ins,0,0,glass,GLASS,0
ins/box.pose,en,ins,0,0,box,BOX,0
ase/bottle.pose,en,ase,0,0,bottle,BOTTLE,0
ins/bucket.pose,en,ins,0,0,bucket,BUCKET,0
ins/broom.pose,en,ins,0,0,broom,BROOM,0
ins/soap.pose,en,ins,0,0,soap,SOAP,0
ins/towel.pose,en,ins,0,0,towel,TOWEL,0
ase/blanket.pose,en,ase,0,0,blanket,BLANKET,0
ins/pillow.pose,en,ins,0,0,pillow,PILLOW,0
ins/umbrella.pose,en,ins,0,0,umbrella,UMBRELLA,0
ase/shoe.pose,en,ase,0,0,shoe,SHOE,0
ins/hat.pose,en,ins,0,0,hat,HAT,0
ins/shirt.pose,en,ins,0,0,shirt,SHIRT,0
ase/dress.pose,en,ase,0,0,dress,DRESS,0
ins/january.pose,en,ins,0,0,january,JANUARY,0
ins/february.pose,en,ins,0,0,february,FEBRUARY,0
ins/march.pose,en,ins,0,0,march,MARCH,0
ins/april.pose,en,ins,0,0,april,APRIL,0
ins/may.pose,en,ins,0,0,may,MAY,0
ins/june.pose,en,ins,0,0,june,JUNE,0
ins/july.pose,en,ins,0,0,july,JULY,0
ins/august.pose,en,ins,0,0,august,AUGUST,0
ins/september.pose,en,ins,0,0,september,SEPTEMBER,0
ins/october.pose,en,ins,0,0,october,OCTOBER,0
ins/november.pose,en,ins,0,0,november,NOVEMBER,0
ins/december.pose,en,ins,0,0,december,DECEMBER,0
ins/hour.pose,en,ins,0,0,hour,HOUR,0
ins/minute.pose,en,ins,0,0,minute,MINUTE,0
ase/second.pose,en,ase,0,0,second,SECOND,0
ins/early.pose,en,ins,0,0,early,EARLY,0
ins/late.pose,en,ins,0,0,late,LATE,0
ins/soon.pose,en,ins,0,0,soon,SOON,0
ins/before.pose,en,ins,0,0,before,BEFORE,0
ins/after.pose,en,ins,0,0,after,AFTER,0
ins/past.pose,en,ins,0,0,past,PAST,0
ins/future.pose,en,ins,0,0,future,FUTURE,0
ins/zero.pose,en,ins,0,0,zero,ZERO,0
ins/eleven.pose,en,ins,0,0,eleven,ELEVEN,0
ins/twelve.pose,en,ins,0,0,twelve,TWELVE,0
ase/twenty.pose,en,ase,0,0,twenty,TWENTY,0
ins/fifty.pose,en,ins,0,0,fifty,FIFTY,0
ase/million.pose,en,ase,0,0,million,MILLION,0
ins/first.pose,en,ins,0,0,first,FIRST,0
ins/third.pose,en,ins,0,0,third,THIRD,0
ase/half.pose,en,ase,0,0,half,HALF,0
ase/quarter.pose,en,ase,0,0,quarter,QUARTER,0
ins/how_much.pose,en,ins,0,0,how much,HOW_MUCH,0
ins/how_many.pose,en,ins,0,0,how many,HOW_MANY,0
ins/how_long.pose,en,ins,0,0,how long,HOW_LONG,0
ins/how_old.pose,en,ins,0,0,how old,HOW_OLD,0
ins/tall.pose,en,ins,0,0,tall,TALL,0
ins/short.pose,en,ins,0,0,short,SHORT,0
ins/long.pose,en,ins,0,0,long,LONG,0
ins/wide.pose,en,ins,0,0,wide,WIDE,0
ins/narrow.pose,en,ins,0,0,narrow,NARROW,0
